sánchez,sánchez+,1.77225131393
sánchez,frente amplio,0.827050613168
sánchez,planificación,0.437155324103
sánchez,ciudadanía,0.417463642837
sánchez,migrantes,0.413525306584
sánchez,área,0.413525306584
sánchez,formas,0.401710297825
sánchez,esto,0.378080280305
sánchez,distintos,0.378080280305
sánchez,organización,0.378080280305
sánchez,implementación,0.378080280305
sánchez,nna,0.366265271546
sánchez,cuidados,0.366265271546
sánchez,distintas,0.354450262786
sánchez,ffaa,0.354450262786
sánchez,tal,0.354450262786
sánchez,pib,0.354450262786
sánchez,sistema nacional,0.354450262786
sánchez,casos,0.338696917774
sánchez,democrática,0.330820245267
sánchez,asimismo,0.330820245267
sánchez,bienes,0.319005236508
sánchez,distribución,0.319005236508
sánchez,investigación,0.315066900255
sánchez,ejercicio,0.315066900255
sánchez,penal,0.307190227748
sánchez,millones dólares,0.307190227748
sánchez,patrimonio,0.299313555242
sánchez,niños niñas,0.283560210229
sánchez,problema,0.283560210229
sánchez,dentro,0.27174520147
sánchez,precios,0.27174520147
sánchez,construir,0.27174520147
sánchez,promoviendo,0.27174520147
sánchez,existe,0.27174520147
sánchez,derechos humanos,0.25993019271
sánchez,acciones,0.252053520204
sánchez,siendo,0.244176847697
sánchez,caso,0.224485166431
sánchez,económico,0.220546830178
sánchez,impacto,0.220546830178
sánchez,medida,0.220546830178
sánchez,implementaremos,0.220546830178
sánchez,mirada,0.212670157672
sánchez,contenidos,0.212670157672
sánchez,responsabilidad,0.204793485165
sánchez,efectiva,0.196916812659
sánchez,existen,0.196916812659
sánchez,fiscalización,0.196916812659
sánchez,estableceremos,0.196916812659
sánchez,diversas,0.196916812659
sánchez,seguridad social,0.196916812659
sánchez,énfasis,0.196916812659
sánchez,criterios,0.189040140153
sánchez,principios,0.189040140153
sánchez,privados,0.189040140153
sánchez,costo,0.181163467646
sánchez,espacio,0.181163467646
sánchez,justicia,0.181163467646
sánchez,participación ciudadana,0.181163467646
sánchez,cumplimiento,0.181163467646
sánchez,decisiones,0.181163467646
sánchez,lógica,0.181163467646
sánchez,vivienda,0.177225131393
sánchez,territorios,0.177225131393
sánchez,modo,0.177225131393
sánchez,escuelas,0.17328679514
sánchez,tales,0.17328679514
sánchez,personas discapacidad,0.17328679514
sánchez,conjunto,0.165410122634
sánchez,género,0.165410122634
sánchez,respecto,0.157533450127
sánchez,propuesta,0.153595113874
sánchez,bajo,0.153595113874
sánchez,cobertura,0.153595113874
sánchez,regulación,0.153595113874
sánchez,modelo,0.149656777621
sánchez,enfoque,0.149656777621
sánchez,pueblos originarios,0.149656777621
sánchez,educación superior,0.145718441368
sánchez,democracia,0.145718441368
sánchez,conocimiento,0.145718441368
sánchez,político,0.141780105115
sánchez,marco,0.141780105115
sánchez,territorio,0.137841768861
sánchez,evaluación,0.133903432608
sánchez,general,0.133903432608
sánchez,relación,0.133903432608
sánchez,medios,0.133903432608
sánchez,mismo,0.133903432608
sánchez,energía,0.133903432608
sánchez,cambio,0.129965096355
sánchez,mejor,0.129965096355
sánchez,embargo,0.129965096355
sánchez,diversidad,0.129965096355
sánchez,largo plazo,0.129965096355
sánchez,producción,0.129965096355
sánchez,transporte,0.126026760102
sánchez,garantizar,0.126026760102
sánchez,problemas,0.126026760102
sánchez,tiempo,0.122088423849
sánchez,actualmente,0.122088423849
sánchez,estudiantes,0.122088423849
sánchez,generación,0.118150087595
sánchez,crearemos,0.118150087595
sánchez,según,0.118150087595
sánchez,discriminación,0.114211751342
sánchez,compromiso,0.114211751342
sánchez,carácter,0.114211751342
sánchez,empresa,0.110273415089
sánchez,presupuesto,0.110273415089
sánchez,territorial,0.110273415089
sánchez,ambiental,0.106335078836
sánchez,que,0.106335078836
sánchez,propone,0.106335078836
sánchez,local,0.106335078836
sánchez,objetivo,0.102396742583
sánchez,coordinación,0.102396742583
sánchez,reconocimiento,0.102396742583
sánchez,otros,0.102396742583
sánchez,si,0.0984584063295
sánchez,creemos,0.0984584063295
sánchez,intereses,0.0984584063295
sánchez,nueva constitución,0.0984584063295
sánchez,afp,0.0984584063295
sánchez,personal,0.0984584063295
sánchez,crear,0.0945200700764
sánchez,particular,0.0945200700764
sánchez,promedio,0.0945200700764
sánchez,capacitación,0.0945200700764
sánchez,diversos,0.0945200700764
sánchez,constitución,0.0905817338232
sánchez,propiedad,0.0905817338232
sánchez,debe ser,0.0905817338232
sánchez,ejemplo,0.0905817338232
sánchez,partir,0.0905817338232
artés,artés+,2.07944154168
artés,parques,0.51986038542
artés,recreación,0.51986038542
artés,presidencial,0.51986038542
